Original Query,Query,Roberta Formality Ranking Score,Concreteness Score,Linguistic Formality Score,Readability
Where was Chris Sanders educated?,"Yo, where did Chris Sanders go to school?",0.27690574526786804,1.7316666666666667,60.0,103.54
Where was Jim Meddick educated?,"So, like, where did Jim Meddick go to school? ",0.24396730959415436,1.968333333333333,54.166666666666664,108.26750000000001
Where was Jules Pasdeloup educated?,"So, like, where did Jules Pasdeloup go to school, ya know?",0.03142712265253067,1.6862499999999998,53.333333333333336,87.99727272727276
Where was Kenneth Haworth educated?,"Hey, so like, where did Kenneth Haworth go to school?",0.14327570796012878,2.0033333333333334,65.38461538461539,95.165
Where was Pehr Evind Svinhufvud educated?,"Hey, where did Pehr Evind Svinhufvud go to school?",0.677290678024292,1.717142857142857,63.63636363636363,84.90000000000003
Where was Mehmet Ali Şahin educated?,"Hey, so like, where did Mehmet Ali Şahin go to school?",0.14496339857578278,1.717142857142857,67.85714285714286,87.99727272727276
Where was Robert Obojski educated?,"Hey, so like, where did Robert Obojski go to school?",0.16558843851089478,2.0033333333333334,65.38461538461539,86.70500000000001
Where was Veronika Dudarova educated?,"Hey, where did Veronika Dudarova go to school?",0.816077470779419,2.0033333333333334,60.0,50.66500000000002
Where was James A. Lantz educated?,"So, like, where did James A. Lantz go to school?",0.18734189867973328,1.687142857142857,57.69230769230769,108.70000000000002
Where was Stacey B. Day educated?,"So, like, where did Stacey B. Day go to school?",0.17649798095226288,2.2471428571428573,57.14285714285714,108.70000000000002
Where was Nancy Laird Chance educated?,"Hey, where did Nancy Laird Chance go to school?",0.8351429104804993,1.9514285714285715,63.63636363636363,103.70000000000002
Where was Edmund Peiris educated?,"Hey, so like, where did that dude Edmund Peiris go to school?",0.09653529524803162,2.2785714285714285,70.0,95.955
Where was Andy McKenzie educated?,"So, like, where did Andy McKenzie go to school?",0.16743935644626617,1.968333333333333,54.166666666666664,103.70000000000002
"Where was Sir Henry de Vic, 1st Baronet educated?","Hey, so like, where did Sir Henry de Vic, that 1st Baronet dude, go to school?",0.09951115399599075,2.3812499999999996,71.42857142857143,90.13250000000001
Where was Felix Reginald Dias Bandaranaike II educated?,"Hey, so like, where did Felix Reginald Dias Bandaranaike II go to school and stuff?",0.17340971529483795,1.6833333333333331,72.22222222222223,73.17000000000003
Where was Samuel Warren Hamilton educated?,"So, like, where did Samuel Warren Hamilton go to school?",0.24156466126441956,1.687142857142857,57.69230769230769,78.24500000000002
Where was Allen Sheppard educated?,"Yo, where did Allen Sheppard go to school?",0.2513284981250763,1.7316666666666667,60.0,92.965
Where was Alexander L. Baugh educated?,"Yo, where did Alexander L. Baugh go to school?",0.38249361515045166,1.7316666666666667,63.63636363636363,89.46750000000003
Where was H. Ross Hume educated?,"So, like, where did H. Ross Hume go to school, ya know?",0.020125871524214745,1.4988888888888887,56.25,116.14500000000001
Where was Steve Kelley educated?,"So, like, where did Steve Kelley go to school?",0.16647487878799438,1.968333333333333,54.166666666666664,103.70000000000002
Where was Betty Lowman Carey educated?,"So, like, where did Betty Lowman Carey go to school?",0.17013826966285706,1.687142857142857,57.69230769230769,86.70500000000001
Where was Weston E. Vivian educated?,"Hey, where did Weston E. Vivian go to school?",0.7736835479736328,1.717142857142857,63.63636363636363,98.8675
Where was Carl Tracy Hawley educated?,"Yo, where did Carl Tracy Hawley go to school?",0.33651143312454224,1.4842857142857144,63.63636363636363,94.30000000000001
Where was Carl Hite educated?,"Hey, do you happen to know where Carl Hite went to school?",0.8410319089889526,1.82375,46.42857142857143,103.00500000000001
Where was Joseph Kabila educated?,Where did Joseph Kabila go to school?,0.9372660517692566,2.0780000000000003,56.25,78.87285714285717
Where was Phoebe Carrai educated?,"So, like, where did Phoebe Carrai go to school?",0.18231339752674103,1.968333333333333,54.166666666666664,103.70000000000002
Where was W. D. Wright educated?,"Hey, where did W. D. Wright go to school?",0.7802491188049316,1.717142857142857,63.63636363636363,119.19000000000003
Where was William Jackson educated?,"Hey, so like, where did William Jackson go to school?",0.1641269028186798,2.0033333333333334,65.38461538461539,95.165
Where was Kyle Bosworth educated?,"Hey, so like, where did Kyle Bosworth go to school?",0.1513814926147461,2.0033333333333334,65.38461538461539,103.625
Where was Reuben Fine educated?,"Yo, where did Reuben Fine go to school?",0.33476686477661133,2.1666666666666665,60.0,103.54
Where was Fred Winchester Sladen educated?,"Hey, so like, where did Fred Winchester Sladen go to school?",0.13167575001716614,1.717142857142857,67.85714285714286,87.99727272727276
Where was Li Xiaolin educated?,"Yo, where did Li Xiaolin go to school?",0.32742390036582947,1.7316666666666667,60.0,103.54
Where was Paul Finebaum educated?,"Hey, where did Paul Finebaum go to school?",0.8027506470680237,2.0033333333333334,60.0,92.965
Where was Geoff Pearson educated?,"Hey, where did Geoff Pearson go to school?",0.7296317219734192,2.0033333333333334,60.0,103.54
Where was Hans-Christian Vadseth educated?,"Hey, where did Hans-Christian Vadseth hit the books?",0.20299991965293884,1.3650000000000002,65.0,94.30000000000001
Where was Talbot Dilworth-Harrison educated?,"So like, where did Talbot Dilworth-Harrison go to school?",0.1838245540857315,1.968333333333333,54.54545454545454,78.24500000000002
Where was Laurie Gwen Shapiro educated?,"Hey, so like, where did Laurie Gwen Shapiro go to school?",0.15132369101047516,1.717142857142857,67.85714285714286,95.68818181818183
Where was Stephen Jessel educated?,"Hey, so like, where did Stephen Jessel go to school, you know?",0.1289997696876526,1.957142857142857,56.25,95.955
Where was Fred R. Gowans educated?,"Yo, where did Fred R. Gowans go to school?",0.29220589995384216,1.4842857142857144,63.63636363636363,108.26750000000001
Where was Gerald Van Woerkom educated?,"Hey, where did Gerald Van Woerkom go to school?",0.830402672290802,2.391428571428572,63.63636363636363,94.30000000000001
Where was Kyaw Tint Swe educated?,"Hey, so like, where did Kyaw Tint Swe go to school?",0.1125493273139,2.2885714285714287,67.85714285714286,111.07000000000002
Where was Eileen Kato educated?,"So, like, where did Eileen Kato go to school and stuff?",0.12430356442928314,2.134285714285714,57.14285714285714,95.68818181818183
Where was Gordon Watson educated?,"Hey, so like, where did Gordon Watson go to school?",0.14438138902187347,2.0033333333333334,65.38461538461539,95.165
Where was Marty Karow educated?,"Hey, where did Marty Karow go to school?",0.8289640545845032,2.0033333333333334,60.0,92.965
"Where was John Bradbury, 2nd Baron Bradbury educated?","Hey, so like, where did John Bradbury, that 2nd Baron dude, go to school?",0.09413448721170425,2.94625,68.42105263157895,89.89642857142859
Where was Miguel Kast educated?,"So, like, where did Miguel Kast go to school and stuff?",0.1180466040968895,2.134285714285714,57.14285714285714,103.37909090909093
Where was James P. Pigott educated?,"Hey, so like, where did James P. Pigott go to school?",0.1541985124349594,1.717142857142857,67.85714285714286,101.27068181818181
Where was Douglas Myers educated?,"So, like, where did Douglas Myers go to school?",0.19181084632873535,1.968333333333333,54.166666666666664,103.70000000000002
Where was Violet L. Fisher educated?,"Hey, where did Violet L. Fisher go to school?",0.83896803855896,2.9600000000000004,63.63636363636363,98.8675
Where was Carla Harryman educated?,"Yo, so like, where did Carla Harryman go to school?",0.07332403212785721,1.7316666666666667,65.38461538461539,86.70500000000001
Where was William Chapman educated?,"Hey, so like, where did William Chapman go to school?",0.16964827477931976,2.0033333333333334,65.38461538461539,95.165
Where was Mario Sarto educated?,"Hey, where did Mario Sarto go to school?",0.8687187433242798,2.0033333333333334,60.0,92.965
Where was Clarence Cory educated?,"Hey, where did Clarence Cory go to school?",0.7987507581710815,2.0033333333333334,60.0,92.965
Where was Harold Ridley educated?,"Hey, so like, where did Harold Ridley go to school?",0.14517104625701904,2.0033333333333334,65.38461538461539,95.165
Where was Marvin Dunnette educated?,"Yo, where did Marvin Dunnette go to school?",0.31669509410858154,1.7316666666666667,60.0,92.965
Where was Edward Barnard educated?,"So, like, where did Edward Barnard go to school, ya know?",0.02490062080323696,1.6862499999999998,53.333333333333336,95.68818181818183
Where was Phyllis Turner educated?,"Yo, where did Phyllis Turner go to school, like for real?",0.07883083820343018,2.3200000000000003,67.85714285714286,95.68818181818183
Where was J. D. Greear educated?,"So, like, where did J. D. Greear go to school?",0.17482522130012512,1.687142857142857,57.69230769230769,118.85166666666669
Where was Berj Zamkochian educated?,"Hey, so where did Berj Zamkochian go to school?",0.5938112735748291,1.9200000000000002,54.54545454545455,94.30000000000001
Where was Burt Wendell Fansher educated?,"Hey, so like, where did Burt Wendell Fansher go to school?",0.1368449479341507,1.717142857142857,67.85714285714286,95.68818181818183
Where was Dmitri Egorov educated?,"So, like, where did Dmitri Egorov go to school?",0.22212928533554077,1.968333333333333,54.166666666666664,84.90000000000003
Where was Roy Baldwin educated?,"Hey, so like, where did Roy Baldwin go to school?",0.13969777524471283,2.0033333333333334,65.38461538461539,103.625
Where was Byron Franklin educated?,"So, like, where did Byron Franklin go to school?",0.1991509050130844,1.968333333333333,54.166666666666664,94.30000000000001
Where was W. Craig Broadwater educated?,"Yo, where did W. Craig Broadwater go to school?",0.30130231380462646,1.4842857142857144,63.63636363636363,98.8675
Where was Timothy Shortell educated?,"So, like, where did Timothy Shortell go to school?",0.19719141721725464,2.5483333333333333,54.166666666666664,84.90000000000003
Where was Dave Snowden educated?,"Hey, so like, where did Dave Snowden go to school?",0.15369641780853271,2.0033333333333334,65.38461538461539,103.625
Where was Ramona Persaud educated?,"So, like, where did Ramona Persaud go to school?",0.19819402694702148,1.968333333333333,54.166666666666664,84.90000000000003
Where was Matthew Hale educated?,"So, like, where did Matthew Hale go to school, ya know?",0.0223696231842041,1.6862499999999998,53.333333333333336,103.37909090909093
Where was Anne Bobby educated?,"Hey, where did Anne Bobby go to school?",0.7535003423690796,2.0033333333333334,60.0,103.54
Where was Wayne Peace educated?,"Hey, so like, where did Wayne Peace go to school?",0.1406564861536026,2.2733333333333334,57.69230769230769,112.08500000000001
Where was Herbert Giersch educated?,"Yo, where did Herbert Giersch go to school?",0.30476194620132446,1.7316666666666667,60.0,103.54
Where was Janet Cobbs educated?,"Yo, where did Janet Cobbs go to school?",0.27854275703430176,1.7316666666666667,60.0,103.54
Where was Jack Clancy educated?,"Hey, do you know where Jack Clancy went to school?",0.7476765513420105,2.4442857142857144,50.0,103.625
Where was Sripada Pinakapani educated?,"Yo, where did Sripada Pinakapani go to school?",0.4079393148422241,1.7316666666666667,60.0,50.66500000000002
Where was George T. Reynolds educated?,"Hey, where did George T. Reynolds go to school?",0.8713085055351257,1.717142857142857,63.63636363636363,108.26750000000001
Where was David B. Haviland educated?,"Hey, where did David B. Haviland go to school?",0.8432936668395996,1.717142857142857,63.63636363636363,89.46750000000003
Where was John Truman Stoddert educated?,"Hey, so like, where did John Truman Stoddert go to school?",0.15992587804794312,2.2142857142857144,67.85714285714286,95.68818181818183
Where was Charles F. Marsh educated?,"Hey, so like, where did Charles F. Marsh go to school?",0.1530831903219223,2.41,67.85714285714286,108.96159090909092
Where was Ozell Miller Trask educated?,"Hey, so like, where did Ozell Miller Trask go to school?",0.12157193571329117,2.2714285714285714,67.85714285714286,95.68818181818183
Where was Gary P. Gillum educated?,"Hey, where did Gary P. Gillum go to school?",0.8140740394592285,1.717142857142857,63.63636363636363,98.8675
Where was Irving Louis Horowitz educated?,"Yo, where did that dude Irving Louis Horowitz go to school?",0.15235544741153717,1.79,69.23076923076923,87.99727272727276
Where was John Veale educated?,"Hey, do you know where John Veale went to school?",0.7272604703903198,2.327142857142857,50.0,112.08500000000001
Where was Thomas George Johnston educated?,"So, like, where did Thomas George Johnston go to school?",0.2016715258359909,1.687142857142857,57.69230769230769,95.165
Where was Taku Aramasa educated?,"Hey, so like, where did Taku Aramasa go to school?",0.13754086196422577,2.0033333333333334,65.38461538461539,78.24500000000002
Where was James Argyle Smith educated?,"So, like, where did James Argyle Smith go to school, you know?",0.18359912931919098,2.1625,50.0,95.955
Where was José Antonio Ramos Sucre educated?,"So, like, where did José Antonio Ramos Sucre go to school, ya know?",0.03888697177171707,1.3489999999999998,58.82352941176471,89.51692307692309
Where was Gei Zantzinger educated?,"Hey, so where did Gei Zantzinger go to school?",0.650698184967041,1.9200000000000002,54.54545454545455,94.30000000000001
Where was Ned Colletti educated?,"Hey, so like, where did Ned Colletti go to school?",0.14546671509742737,2.0033333333333334,65.38461538461539,95.165
Where was Frank Joseph Hughes educated?,"Hey, so like, where did Frank Joseph Hughes go to school?",0.143219456076622,2.0799999999999996,67.85714285714286,95.68818181818183
Where was Cora Diamond educated?,"Hey, so like, where did Cora Diamond go to school?",0.1402367651462555,2.8183333333333334,65.38461538461539,95.165
Where was Gene D. Phillips educated?,"So, like, where did Gene D. Phillips go to school?",0.1843218207359314,2.1999999999999997,57.69230769230769,108.70000000000002
Where was Carl Stål educated?,"Yo, where did Carl Stål go to school?",0.3363977074623108,1.7316666666666667,60.0,114.11500000000001
Where was Adam Adamandy Kochański educated?,"Hey, so like, where did Adam Adamandy Kochański go to school?",0.1501220464706421,1.717142857142857,67.85714285714286,64.9245454545455
Where was Ralph Pomeroy educated?,"Hey, so like, where did Ralph Pomeroy go to school?",0.16063246130943298,2.0033333333333334,65.38461538461539,95.165
Where was John K. Stargel educated?,"Hey, where did John K. Stargel go to school?",0.8546955585479736,2.2142857142857144,63.63636363636363,108.26750000000001
Where was Maurice Bigelow educated?,"So, like, where did Maurice Bigelow go to school?",0.17674168944358826,1.968333333333333,54.166666666666664,84.90000000000003
Where was Les Merritt educated?,"Hey, where did Les Merritt go to school, ya know?",0.03466450795531273,1.7125,57.69230769230769,103.625
Where was Gary Christian educated?,"Hey, where did Gary Christian go to school?",0.7761445641517639,2.0033333333333334,60.0,92.965
Where was Barbara Tversky educated?,"Hey, so like, where did Barbara Tversky go to school?",0.15742969512939453,2.0033333333333334,65.38461538461539,86.70500000000001
Where was Susan Palwick educated?,"Hey, so like, where did Susan Palwick go to school?",0.14491978287696838,2.0033333333333334,65.38461538461539,95.165
Where was Robert Orville Anderson educated?,"Yo, where did Robert Orville Anderson go to school?",0.3981271982192993,1.4842857142857144,63.63636363636363,75.50000000000003
Where was Anshel Brusilow educated?,"So, like, where did Anshel Brusilow go to school?",0.16915597021579742,1.968333333333333,54.166666666666664,84.90000000000003
Where was Rob Teilhet educated?,"Hey, where did Rob Teilhet go to school, ya know?",0.0389598049223423,2.1475,57.69230769230769,103.625
Where was Sanjay Ayre educated?,"So, like, where did Sanjay Ayre go to school?",0.17385369539260864,1.968333333333333,54.166666666666664,103.70000000000002
Where was Mike Weston educated?,"Hey, where did Mike Weston go to school?",0.7437586188316345,2.7783333333333338,60.0,103.54
Where was Richard Attree educated?,"Yo, where did Richard Attree go to school?",0.3552221953868866,1.7316666666666667,60.0,103.54
Where was Horatio Sheafe Krans educated?,"So, like, where'd Horatio Sheafe Krans go to school and stuff?",0.13178320229053497,1.784285714285714,56.666666666666664,95.955
Where was Peter Ballard educated?,"Hey, so like, where did Peter Ballard go to school?",0.14710000157356262,2.6166666666666667,65.38461538461539,95.165
Where was George K. Favrot educated?,"So, like, where did George K. Favrot go to school?",0.1887992024421692,1.687142857142857,57.69230769230769,108.70000000000002
Where was Emily Eavis educated?,"Hey, where did Emily Eavis go to school?",0.8195267915725708,2.0033333333333334,50.0,82.39000000000001
Where was Georges Doriot educated?,"Hey, so like, where did Georges Doriot go to school?",0.17081809043884277,2.0033333333333334,65.38461538461539,95.165
Where was Jabez Huntington educated?,"Hey, so like, where did Jabez Huntington go to school?",0.14750917255878448,2.0033333333333334,65.38461538461539,86.70500000000001
Where was Daniel K Judd educated?,"Hey, do you know where Daniel K Judd went to school?",0.739111065864563,1.6012499999999998,53.84615384615385,103.37909090909093
Where was Ry Russo-Young educated?,"Hey, so like, where did Ry Russo-Young go to school?",0.1289360374212265,2.0033333333333334,57.69230769230769,103.37909090909093
Where was Fred Coe educated?,"Hey, so like, where did Fred Coe go to school?",0.1448969841003418,2.0033333333333334,65.38461538461539,112.08500000000001
Where was Richard G. Stern educated?,"Hey, where did Richard G. Stern go to school?",0.8270276784896851,2.1257142857142854,63.63636363636363,108.26750000000001
Where was Arthur Eisen educated?,"So, like, where did Arthur Eisen go to school and stuff?",0.12597353756427765,2.134285714285714,57.14285714285714,95.68818181818183
Where was Juan José Millás educated?,"Yo, where did Juan José Millás go to school?",0.37258052825927734,1.4842857142857144,63.63636363636363,113.10000000000002
Where was William Seymour Tyler educated?,"Yo, where did William Seymour Tyler go to school?",0.3025144040584564,1.4842857142857144,63.63636363636363,84.90000000000003
Where was Richard Heffner educated?,"So, like, where did Richard Heffner go to school?",0.186613067984581,1.968333333333333,54.166666666666664,94.30000000000001
Where was Thomas Jameson educated?,"So, like, where did Thomas Jameson go to school?",0.20094361901283264,1.968333333333333,54.166666666666664,84.90000000000003
Where was Bill Gaston educated?,"Yo, where did Bill Gaston go to school at?",0.18273578584194183,2.5116666666666667,63.63636363636364,103.70000000000002
Where was Françoise Massardier-Kenney educated?,"So, like, where did Françoise Massardier-Kenney go to school?",0.2642970085144043,1.968333333333333,45.83333333333333,78.24500000000002
Where was Israel Bartal educated?,"Hey, so like, where did Israel Bartal go to school?",0.14398303627967834,2.0033333333333334,65.38461538461539,95.165
Where was Eugene Talmadge educated?,"Hey, where did Eugene Talmadge go to school, like, ya know?",0.03751988708972931,1.7125,53.333333333333336,95.68818181818183
Where was Stephen Lowe educated?,"So, like, where did Stephen Lowe go to school?",0.173831045627594,1.968333333333333,54.166666666666664,103.70000000000002
Where was Freddy Keiaho educated?,"Yo, where did Freddy Keiaho go to school?",0.4198280870914459,1.7316666666666667,60.0,92.965
Where was Laurence Urdang educated?,"So, like, where did Laurence Urdang go to school?",0.19275711476802826,1.968333333333333,54.166666666666664,94.30000000000001
Where was Karin Maria Bruzelius educated?,"Yo, where did Karin Maria Bruzelius go to school?",0.29804036021232605,1.4842857142857144,63.63636363636363,75.50000000000003
Where was Fraser Frisell educated?,"So, like, where did Fraser Frisell go to school?",0.18734273314476013,1.968333333333333,54.166666666666664,94.30000000000001
Where was G. Joseph Tauro educated?,"Hey, so like, where did G. Joseph Tauro go to school?",0.14483773708343506,1.717142857142857,67.85714285714286,101.27068181818181
Where was Channing H. Cox educated?,"So, like, where did Channing H. Cox go to school, ya know?",0.02394346334040165,1.4988888888888887,56.25,109.09500000000001
Where was Jeanette Pohlen educated?,"So, like, where did Jeanette Pohlen go to school?",0.20673620700836182,1.968333333333333,54.166666666666664,94.30000000000001
Where was Don Schaly educated?,"So, like, where did Don Schaly go to school?",0.15877152979373932,1.968333333333333,54.166666666666664,103.70000000000002
Where was Howard Klein educated?,"Hey, so like, where did Howard Klein go to school?",0.14247043430805206,2.0033333333333334,65.38461538461539,103.625
Where was Mike Futrell educated?,"Hey, do you know where Mike Futrell went to school?",0.6817998290061951,2.494285714285714,50.0,103.625
Where was Massimo Salvadori educated?,"So, like, where did Massimo Salvadori go to school?",0.19319464266300201,1.968333333333333,54.166666666666664,66.10000000000002
Where was David Ibarra Muñoz educated?,"Yo, where did David Ibarra Muñoz go to school?",0.4087276756763458,1.4842857142857144,63.63636363636363,75.50000000000003
Where was Michael Uebel educated?,"So, like, where did Michael Uebel go to school or whatever?",0.14672398567199707,1.968333333333333,53.57142857142857,80.30636363636367
Where was Lawrence Lindemer educated?,"Hey, so like, where did Lawrence Lindemer go to school?",0.15154269337654114,2.0033333333333334,65.38461538461539,86.70500000000001
Where was Robert Conny educated?,"So, like, where did Robert Conny go to school?",0.20019380748271942,1.968333333333333,54.166666666666664,94.30000000000001
Where was Nancy Brataas educated?,"Hey, where did Nancy Brataas go to school?",0.8331499099731445,2.0033333333333334,60.0,92.965
Where was Jaap Haartsen educated?,"Yo, where did Jaap Haartsen go to school?",0.3380357325077057,1.7316666666666667,60.0,103.54
Where was Ernest William Brady educated?,"Hey, so like, where did Ernest William Brady go to school?",0.16180086135864258,1.717142857142857,67.85714285714286,87.99727272727276
Where was Patrick K. Gamble educated?,"Yo, so like, where did Patrick K. Gamble go to school?",0.06350918859243393,1.937142857142857,67.85714285714286,108.96159090909092
Where was Sasha Soreff educated?,Where did Sasha Soreff go to school?,0.9538073539733887,2.0780000000000003,56.25,90.95857142857145
Where was Jutta Treviranus educated?,"Hey, do you know where Jutta Treviranus went to school?",0.7102831602096558,1.8299999999999998,50.0,78.24500000000002
Where was Ovid C. Lewis educated?,"Hey, so like, where did Ovid C. Lewis go to school?",0.1403820663690567,1.717142857142857,67.85714285714286,101.27068181818181
"Where was Archibald Primrose, 5th Earl of Rosebery educated?","So, like, where did Archibald Primrose, the 5th Earl of Rosebery, go to school?",0.3307461142539978,2.3425,63.1578947368421,71.76785714285715
Where was Walter Cruickshank educated?,"Hey, so like, where did Walter Cruickshank go to school?",0.15617653727531433,2.0033333333333334,65.38461538461539,95.165
Where was Anna S. Fisher educated?,"Hey, so like, where did Anna S. Fisher go to school?",0.14807625114917755,2.3200000000000003,67.85714285714286,101.27068181818181
Where was Louis Antoine de Noailles educated?,"So, like, where did Louis Antoine de Noailles go to school, ya know?",0.04381795972585678,1.4988888888888887,58.82352941176471,96.02461538461542
