,Original Query,modified_query,Roberta Formality Ranking Score,Concreteness Score,Linguistic Formality Score,Readability,question_id
25,What is Paris's occupation?,What's Paris up to for a living?,0.2899781465530395,1.7175,55.55555555555556,92.965,23
26,What is Fairfax M. Cone's occupation?,"So, like, what does Fairfax M. Cone do for a living?",0.1820493936538696,2.0028571428571427,60.714285714285715,101.2706818181818,24
27,What is Colleen Zenk Pinter's occupation?,"So, like, what does Colleen Zenk Pinter do for a living?",0.1747877746820449,1.3085714285714285,60.714285714285715,87.99727272727276,25
28,What is Thomas McMurtry's occupation?,"So, like, what's Thomas McMurtry do for a living?",0.1210458725690841,1.153333333333333,57.69230769230769,86.70500000000001,26
29,What is Albert Bates's occupation?,What's Albert Bates do for a living?,0.3457568883895874,1.1,61.111111111111114,82.39000000000001,27
30,What is Heath's occupation?,What's Heath up to for a job?,0.2828477919101715,1.755,55.55555555555556,114.115,28
31,What is Wise's occupation?,"So, like, what does Wise do for a living?",0.1359812021255493,2.226,45.83333333333333,103.70000000000002,29
32,What is Stevie Cameron's occupation?,"So, like, what does Stevie Cameron do for a living?",0.1675304025411605,1.5266666666666666,57.69230769230769,86.70500000000001,30
33,What is Yoshiki Tonogai's occupation?,"So, like, what's Yoshiki Tonogai do for a living?",0.1289471089839935,1.153333333333333,57.69230769230769,69.78500000000001,31
34,What is Geeling Ng's occupation?,What's Geeling Ng do for a living?,0.2935045957565307,1.1,50.0,92.965,32
35,What is Bruce McDaniel's occupation?,"So, what does Bruce McDaniel do for a living?",0.3729149997234344,1.5266666666666666,54.54545454545454,94.3,33
36,What is Thomas R. Whitney's occupation?,"So, like, what does Thomas R. Whitney even do for a living?",0.1470557004213333,1.49375,56.666666666666664,87.94500000000002,34
37,What is William Lescaze's occupation?,"So, like, what does William Lescaze do for a living?",0.2057237178087234,1.5266666666666666,57.69230769230769,86.70500000000001,35
38,What is Edwin Wallock's occupation?,"So, what's the deal with Edwin Wallock? What does he do for work?",0.2231945842504501,1.5875,50.0,103.04428571428576,36
39,What is Tsutomu Seki's occupation?,"So, like, what does Tsutomu Seki even do for a living?",0.1350353807210922,1.707142857142857,53.57142857142857,72.61545454545457,37
40,What is Matthew McKay's occupation?,"So, like, what does Matthew McKay do for a living?",0.1855038553476333,1.5266666666666666,57.69230769230769,95.165,38
41,What is Dominick Bellizzi's occupation?,"So, like, what job does Dominick Bellizzi do?",0.1766784638166427,1.5516666666666663,49.99999999999999,71.81500000000001,39
42,What is William Watson's occupation?,"So, like, what does William Watson do for a living?",0.1938258558511734,1.5266666666666666,57.69230769230769,86.70500000000001,40
43,What is Sarah Dawn Finer's occupation?,"So, like, what's the deal with Sarah Dawn Finer? What does she do for a living?",0.177393764257431,2.088888888888889,57.14285714285714,98.67808823529413,41
44,What is Brendan Canty's occupation?,"So, like, what does Brendan Canty actually do for a living?",0.1759386658668518,1.5042857142857144,53.57142857142857,72.61545454545457,42
45,What is María Elena Marqués's occupation?,"So, like, what's the deal with María Elena Marqués? What does she do for a living?",0.1905117481946945,1.362222222222222,57.14285714285714,88.72514705882354,43
46,What is Michael Arad's occupation?,What's Michael Arad do for a living?,0.2873276472091675,1.1,61.111111111111114,82.39000000000001,44
47,What is Patrick O'Brien Demsey's occupation?,"So, like, what does Patrick O'Brien Dempsey even do for a living?",0.1480755805969238,1.49375,56.666666666666664,83.0092307692308,45
48,What is Ole Krarup's occupation?,"So, like, what does Ole Krarup do for a living?",0.1610530316829681,1.5266666666666666,57.69230769230769,95.165,46
49,What is Antonio Álvarez Alonso's occupation?,"So, like, what's Antonio Álvarez Alonso do for a living?",0.1243931949138641,0.9885714285714284,60.714285714285715,64.9245454545455,47
50,What is Boutheina Jabnoun's occupation?,"So, like, what's Boutheina Jabnoun's job or whatever?",0.1360954493284225,0.922,53.84615384615385,69.78500000000001,48
51,What is Robert Viharo's occupation?,"So, like, what does Robert Viharo do for a living?",0.1809958517551422,1.5266666666666666,57.69230769230769,78.24500000000002,49
52,What is Ankita Sharma's occupation?,"So, like, what does Ankita Sharma do for a living?",0.1786223351955413,1.5266666666666666,57.69230769230769,78.24500000000002,50
53,What is Robby Krieger's occupation?,"So, what's the deal with Robby Krieger? What does he do for a living?",0.2743731439113617,1.5325,52.77777777777778,97.7025,51
54,What is Paul's occupation?,What's Paul up to job-wise?,0.1979687660932541,0.9575,42.85714285714286,115.13000000000002,52
55,What is Shozaburo Nakamura's occupation?,"So, like, what does Shozaburo Nakamura do for a living?",0.1726283431053161,1.5266666666666666,57.69230769230769,52.86500000000001,53
56,What is Esquerita's occupation?,"So, like, what does Esquerita do for a living?",0.1546334475278854,1.832,54.166666666666664,75.50000000000003,54
57,What is Derek Wheatley's occupation?,What's Derek Wheatley up to for work?,0.3846592307090759,1.4620000000000002,55.55555555555556,92.965,55
58,What is Herman A. Barnett's occupation?,"So, like, what does Herman A. Barnett do for a living?",0.1858158707618713,1.3085714285714285,60.714285714285715,93.57977272727274,56
59,What is Modou Dia's occupation?,"So, like, what does Modou Dia do for a living?",0.160404622554779,1.5266666666666666,57.69230769230769,95.165,57
60,What is Alex Krieps's occupation?,"So, like, what's the deal with Alex Krieps? What does he do for work?",0.1495099663734436,1.5875,52.63157894736842,108.9825,58
61,What is Veronica Franco's occupation?,"So, like, what does Veronica Franco even do for a living?",0.141308844089508,1.707142857142857,53.57142857142857,64.9245454545455,59
62,What is Maev-Ann Wren's occupation?,"Hey, so like, what does Maev-Ann Wren do for a living?",0.1339685022830963,2.195,67.85714285714286,103.005,60
63,"What is Norman Crowther Hunt, Baron Crowther-Hunt's occupation?","So, like, what's the deal with Norman Crowther Hunt, you know, Baron Crowther-Hunt? What does he do for a living?",0.2229518294334411,1.8241666666666667,55.55555555555556,91.84272727272727,61
64,What is Vincenzo Di Nicola's occupation?,"So, what's the deal with Vincenzo Di Nicola? Like, what does he do for a living?",0.2161966413259506,1.362222222222222,57.14285714285714,88.72514705882354,62
65,What is Tor Aulin's occupation?,"So, like, what does Tor Aulin do for a living?",0.1673649102449417,1.5266666666666666,57.69230769230769,95.165,63
66,What is Henry Tizard's occupation?,"So, like, what does Henry Tizard even do for a living?",0.1494118720293045,1.707142857142857,53.57142857142857,80.30636363636367,64
67,What is Glenn Albrecht's occupation?,What's Glenn Albrecht do for a living?,0.2730970978736877,1.1,61.111111111111114,92.965,65
68,What is Thomas Hinds's occupation?,What's Thomas Hinds do for a living?,0.2421526461839676,1.1,61.111111111111114,92.965,66
69,What is Tobias Lindholm's occupation?,"So, like, what's the deal with Tobias Lindholm? What's he do for a living?",0.1386093348264694,1.2525,55.0,98.2525,67
70,What is Lisa McRee's occupation?,What's Lisa McRee up to for work?,0.3062047362327575,1.4620000000000002,55.55555555555556,103.54,68
71,What is Rick Gilmore's occupation?,"Hey, so like, what does Rick Gilmore do for a living?",0.1417369097471237,1.5616666666666668,67.85714285714286,95.68818181818185,69
72,What is Jon Eikemo's occupation?,"Hey, what's Jon Eikemo do for a living?",0.2119645774364471,1.1883333333333332,63.63636363636364,84.90000000000003,70
73,What is Jilly Cooper's occupation?,What's Jilly Cooper do for a living?,0.2987385392189026,1.1,61.111111111111114,82.39000000000001,71
74,What is Ingrid Martinez's occupation?,What's Ingrid Martinez do for a living?,0.2892673015594482,1.1,61.111111111111114,71.81500000000001,72
75,What is Teddy Riley's occupation?,"So like, what does Teddy Riley actually do for a living?",0.1620389968156814,2.15,53.84615384615385,72.61545454545457,73
76,What is Gillian Raine's occupation?,"So, like, what does Gillian Raine even do for a living?",0.1338924616575241,1.707142857142857,53.57142857142857,87.99727272727276,74
77,What is Tolis Voskopoulos's occupation?,"So, like, what does Tolis Voskopoulos do for a living?",0.174479454755783,1.5266666666666666,57.69230769230769,69.78500000000001,75
78,What is Marco Ameglio's occupation?,"So, like, what does Marco Ameglio do for a living?",0.169003427028656,1.5266666666666666,57.69230769230769,78.24500000000002,76
80,What is Anthony Sharp's occupation?,"Hey, so like, what does Anthony Sharp actually do for a living?",0.1528324037790298,2.085714285714286,63.333333333333336,74.805,77
81,What is Valgerður Bjarnadóttir's occupation?,What's Valgerður Bjarnadóttir up to for work?,0.3100341856479645,1.4620000000000002,55.55555555555556,71.81500000000001,78
82,What is Wallace Dollase's occupation?,"Hey, so like, what's Wallace Dollase do for a living?",0.0939285159111023,1.1883333333333332,67.85714285714286,87.99727272727276,79
83,What is Claire Berlinski's occupation?,What's Claire Berlinski do for a living?,0.2536329925060272,1.1,61.111111111111114,82.39000000000001,80
84,What is James Cook's occupation?,What's James Cook do for a living?,0.2999172210693359,1.964,61.111111111111114,92.965,81
85,What is Russell Stokes's occupation?,"Hey, so like, what's the deal with Russell Stokes? What's he do for a living?",0.1374996900558471,1.27875,61.904761904761905,98.67808823529413,82
86,What is Henk Bleker's occupation?,"So like, what's the deal with Henk Bleker? What does he do for a living?",0.1590048372745514,1.572222222222222,55.26315789473684,103.54,83
87,What is Jim Brown's occupation?,What's Jim Brown do for a living?,0.3239613175392151,1.996,61.111111111111114,103.54,84
88,What is Christoph Schlingensief's occupation?,"So, like, what does Christoph Schlingensief do for a living?",0.1697916984558105,1.5266666666666666,57.69230769230769,78.24500000000002,85
89,What is C. E. Webber's occupation?,"So, like, what does C. E. Webber do for a living?",0.1543394923210144,1.3085714285714285,60.714285714285715,103.13151515151516,86
90,What is Gladwyn Jebb's occupation?,"So, like, what does Gladwyn Jebb do for a living?",0.1631301343441009,1.5266666666666666,57.69230769230769,95.165,87
91,What is Dean Alfange's occupation?,"So, like, what does Dean Alfange do for a living?",0.1638527065515518,2.268333333333333,57.69230769230769,95.165,88
92,"What is Tyler, the Creator's occupation?","So, like, what's Tyler, the Creator do for a living?",0.113124169409275,1.665,60.0,87.99727272727276,89
93,What is Edwin E. Ellis's occupation?,"So, like, what does Edwin E. Ellis do for a living?",0.1837350130081176,1.3085714285714285,60.714285714285715,93.57977272727274,90
94,What is Muhammad Ali Luqman's occupation?,"So, like, what does Muhammad Ali Luqman do for a living?",0.1600156128406524,1.3085714285714285,60.714285714285715,72.61545454545457,91
95,What is Ivo Perilli's occupation?,"So, what's the deal with Ivo Perilli? What does he do for a living?",0.2577421963214874,1.5325,52.77777777777778,92.0625,92
96,What is Nathan Purdee's occupation?,"So, like, what's Nathan Purdee do for a living?",0.1227978989481926,1.153333333333333,57.69230769230769,95.165,93
97,What is Joseph Weydemeyer's occupation?,"So, like, what does Joseph Weydemeyer do for a living?",0.172261044383049,1.5266666666666666,57.69230769230769,78.24500000000002,94
98,What is Ai's occupation?,"So, like, what's AI even do for a living?",0.0739533975720405,1.6183333333333334,50.0,95.165,95
99,What is Rinaldo del Mel's occupation?,"So, like, what's the deal with Rinaldo del Mel? What does he even do for a living?",0.1739719361066818,1.505,52.27272727272728,94.3,96
100,"What is Francis Howard, 5th Baron Howard of Effingham's occupation?","So, like, what does Francis Howard, the 5th Baron Howard of Effingham, even do for a living?",0.3668257892131805,1.609,63.63636363636363,65.16823529411766,97
101,What is Luís Marques Guedes's occupation?,"So, like, what's Luís Marques Guedes do for a living?",0.155023381114006,0.9885714285714284,60.714285714285715,87.99727272727276,98
102,What is Nigel Sheinwald's occupation?,"So, like, what does Nigel Sheinwald even do for a living?",0.1390061378479004,1.9916666666666665,53.57142857142857,80.30636363636367,99
103,What is Ge You's occupation?,"So, like, what's Ge You do for a living?",0.0715751051902771,1.384,50.0,103.625,100
104,What is Annie Beustes's occupation?,"So, like, what does Annie Beustes do for a living?",0.1823433339595794,1.5266666666666666,57.69230769230769,95.165,101
105,What is Kazuyoshi Sekine's occupation?,"So, like, what does Kazuyoshi Sekine do for a living?",0.1609695553779602,1.5266666666666666,57.69230769230769,78.24500000000002,102
106,What is Elisa Bridges's occupation?,"So, like, what does Elisa Bridges do for a living?",0.1745526641607284,1.5266666666666666,57.69230769230769,78.24500000000002,103
107,What is Domingo Eyzaguirre's occupation?,"So, like, what does Domingo Eyzaguirre do for a living?",0.2138816714286804,1.5266666666666666,57.69230769230769,69.78500000000001,104
108,What is Karol Życzkowski's occupation?,"So, like, what does Karol Życzkowski do for a living?",0.1654589772224426,1.5266666666666666,57.69230769230769,78.24500000000002,105
109,What is Joyce Tang's occupation?,"So, like, what does Joyce Tang do for a living?",0.1626254916191101,2.263333333333333,57.69230769230769,103.625,106
110,What is Suzanne Lilar's occupation?,"So, like, what does Suzanne Lilar do for a living?",0.1742651909589767,1.5266666666666666,57.69230769230769,86.70500000000001,107
111,What is Karen Redman's occupation?,What's Karen Redman do for a living?,0.2726056277751922,1.1,61.111111111111114,82.39000000000001,108
112,What is Jean-Yves Daniel-Lesur's occupation?,"So, like, what does Jean-Yves Daniel-Lesur actually do for a living?",0.2431115210056305,1.5042857142857144,53.57142857142857,69.99384615384618,109
113,What is Eduard Looijenga's occupation?,"So, like, what does Eduard Looijenga do for a living?",0.1824360340833664,1.5266666666666666,57.69230769230769,78.24500000000002,110
114,What is Petrus Camper's occupation?,"So, like, what's the deal with Petrus Camper? What does he do for a living?",0.1862315386533737,2.11125,55.0,98.2525,111
115,What is Charles Harrison's occupation?,"So, like, what does Charles Harrison do for a living?",0.1828426271677017,1.5266666666666666,57.69230769230769,78.24500000000002,112
116,What is Pathit Pisitkul's occupation?,"So, like, what does Pathit Pisitkul do for work?",0.1524912565946579,1.6,54.166666666666664,84.90000000000003,113
117,What is Jacopo Melani's occupation?,"So, like, what's Jacopo Melani do for a living?",0.1062943413853645,1.153333333333333,57.69230769230769,69.78500000000001,114
118,What is Jeremiah Smith's occupation?,"Hey, so what's Jeremiah Smith do for a living?",0.1831401288509369,1.8233333333333333,66.66666666666667,86.70500000000001,115
119,What is Richard Harris's occupation?,"So, like, what's the deal with Richard Harris? What does he even do for a living?",0.1551422327756881,1.6722222222222225,52.38095238095238,93.70161764705884,116
120,What is Peter W. Barca's occupation?,"So, like, what's the deal with Peter W. Barca? What does he do for a living?",0.1669253557920456,1.7711111111111109,57.14285714285714,101.55392156862746,117
121,"What is Harold Lever, Baron Lever of Manchester's occupation?","So, like, what does Harold Lever, that Baron guy from Manchester, even do for a living?",0.1775685399770736,2.554,64.28571428571428,68.9825,118
123,What is Spencer Williams's occupation?,"So, like, what does Spencer Williams do for a living?",0.1890309154987335,1.5266666666666666,57.69230769230769,86.70500000000001,119
124,What is Richard Lui's occupation?,"What's Richard Lui's job, like, what does he do?",0.1895737797021865,1.315,42.85714285714286,103.37909090909092,120
125,What is Charlotte von Hagn's occupation?,"So, like, what does Charlotte von Hagn do for a living?",0.1754631996154785,1.7314285714285715,60.714285714285715,95.68818181818185,121
126,What is James M. Geraghty's occupation?,"Hey, so like, what does James M. Geraghty even do for work?",0.1270014196634292,1.5750000000000002,63.33333333333333,87.94500000000002,122
127,What is Michael Hutchings's occupation?,"So, like, what does Michael Hutchings do for a living?",0.1792542338371276,1.5266666666666666,57.69230769230769,86.70500000000001,123
128,What is Gideon Olin's occupation?,"So, like, what does Gideon Olin do for a living?",0.1686191409826278,1.5266666666666666,57.69230769230769,86.70500000000001,124
129,What is Cecil Aldin's occupation?,"So, like, what's the deal with Cecil Aldin? What does he do for a living?",0.1633839011192321,1.5325,55.0,98.2525,125
130,What is Malcolm David Kelley's occupation?,"So, like, what's Malcolm David Kelley up to these days? What does he do for a living?",0.2075160443782806,1.6349999999999998,52.27272727272728,94.3,126
131,What is James Alex Msekela's occupation?,"So, like, what does James Alex Msekela do for a living?",0.1837908178567886,1.3085714285714285,60.714285714285715,72.61545454545457,127
133,What is Reinhold Mack's occupation?,"So, like, what's the deal with Reinhold Mack? What does he do for a living?",0.1819955110549926,1.5325,55.0,103.54,128
134,What is Del Quentin Wilber's occupation?,"So, like, what does Del Quentin Wilber do for a living?",0.1749614477157592,1.5266666666666666,60.714285714285715,87.99727272727276,129
135,What is Pierre Pansu's occupation?,What's Pierre Pansu do for a living?,0.3246354162693023,1.1,61.111111111111114,92.965,130
136,What is Larry Coon's occupation?,"So, like, what's Larry Coon do for a living?",0.1172758564352989,1.153333333333333,57.69230769230769,95.165,131
137,What is Masayoshi Nataniya's occupation?,"So, like, what does Masayoshi Nataniya even do for a living?",0.1485194563865661,1.707142857142857,53.57142857142857,64.9245454545455,132
138,What is Leonida Tonelli's occupation?,"So, like, what does Leonida Tonelli do for a living?",0.1780177354812622,1.5266666666666666,57.69230769230769,69.78500000000001,133
139,What is Judith Rakers's occupation?,"So, like, what's the deal with Judith Rakers? What does she do for work?",0.1481105387210846,1.5875,52.63157894736842,103.3425,134
140,What is Hiroyuki Arai's occupation?,What's Hiroyuki Arai do for a living?,0.2630168795585632,1.1,61.111111111111114,71.81500000000001,135
141,What is Ernst Timme's occupation?,"Hey, so like, what does Ernst Timme do for a living?",0.1430529952049255,1.5616666666666668,67.85714285714286,103.37909090909092,136
142,What is Bill Kintner's occupation?,"So, like, what does Bill Kintner even do for a living?",0.1378418952226638,2.3757142857142854,53.57142857142857,87.99727272727276,137
143,What is Francesco Vettori's occupation?,"So, like, what does Francesco Vettori do for a living?",0.1924555748701095,1.5266666666666666,57.69230769230769,69.78500000000001,138
144,What is Melinda Mullins's occupation?,What's Melinda Mullins do for a living?,0.2683453857898712,1.1,61.111111111111114,71.81500000000001,139
145,What is Tachibana no Moroe's occupation?,What's Tachibana no Moroe do for a living?,0.3600612580776214,1.1,65.0,75.50000000000003,140
146,What is Susan Kent's occupation?,What's Susan Kent do for a living?,0.2865848839282989,1.1,61.111111111111114,92.965,141
148,What is Ludwig Lichtschein's occupation?,"So, like, what's the deal with Ludwig Lichtschein? What does he do for a living?",0.1763525009155273,1.5325,55.0,98.2525,142
149,What is Will Smith's occupation?,What's Will Smith do for a living?,0.2009321898221969,2.3274999999999997,61.111111111111114,103.54,143
150,What is Marjorie Margolies-Mezvinsky's occupation?,"So, like, what's Marjorie Margolies-Mezvinsky do for a living?",0.146042987704277,1.153333333333333,57.69230769230769,64.9245454545455,144
151,What is Władysław Sławny's occupation?,"So, like, what does Władysław Sławny do for a living?",0.1633640974760055,1.5266666666666666,57.69230769230769,78.24500000000002,145
152,What is Pierre Chatenet's occupation?,"So, like, what does Pierre Chatenet actually do for a living?",0.1821738630533218,1.5042857142857144,53.57142857142857,72.61545454545457,146
153,What is Friedrich Carl von Savigny's occupation?,"So, like, what does Friedrich Carl von Savigny actually do for a living?",0.2098039239645004,1.1700000000000002,59.375,69.99384615384618,147
154,What is Luciano Vincenzoni's occupation?,"So, like, what does Luciano Vincenzoni even do for a living?",0.1499331593513488,1.707142857142857,53.57142857142857,57.23363636363638,148
155,What is Thandiswa Mazwai's occupation?,"So, like, what's Thandiswa Mazwai do for a living?",0.1303772628307342,1.153333333333333,57.69230769230769,78.24500000000002,149
156,What is Ameer Sultan's occupation?,What's Ameer Sultan do for a living?,0.3790111243724823,1.9619999999999995,61.111111111111114,82.39000000000001,150
157,What is Wenceslao Vinzons's occupation?,"So, like, what does Wenceslao Vinzons actually do for a living?",0.1876192390918731,1.5042857142857144,53.57142857142857,64.9245454545455,151
158,What is Maurizio Belpietro's occupation?,"So, like, what's Maurizio Belpietro do for a living?",0.1426847130060196,1.153333333333333,57.69230769230769,69.78500000000001,152
159,What is Dash's occupation?,"So, like, what does Dash even do for a living?",0.131769448518753,2.556666666666666,50.0,95.165,153
160,What is Baton Haxhiu's occupation?,"So, like, what does Baton Haxhiu do for a living?",0.1690247952938079,2.3000000000000003,57.69230769230769,86.70500000000001,154
161,What is Johnson's occupation?,"So, what does Johnson do for a living?",0.3423303663730621,1.832,50.0,92.965,155
162,What is Samuel Wells Williams's occupation?,"So, like, what does Samuel Wells Williams do for a living?",0.2167517393827438,1.3085714285714285,60.714285714285715,87.99727272727276,156
163,What is Walter Köbel's occupation?,"So, like, what does Walter Köbel do for a living?",0.1862562447786331,1.5266666666666666,57.69230769230769,95.165,157
164,What is Debbie Johnson's occupation?,"Hey, so like, what does Debbie Johnson do for a living?",0.1579480022192001,1.5616666666666668,67.85714285714286,95.68818181818185,158
165,What is John Scurti's occupation?,"So, like, what does John Scurti actually do for a living?",0.1621215045452118,2.001428571428572,53.57142857142857,80.30636363636367,159
167,What is Kekko Fornarelli's occupation?,"So, like, what's the deal with Kekko Fornarelli? What's he do for a living?",0.1388580054044723,1.2525,55.0,87.67750000000001,160
168,What is T Power's occupation?,"So, like, what's T Power actually do for a living?",0.0915637984871864,1.4757142857142858,53.57142857142857,80.30636363636367,161
169,What is Adil Shamoo's occupation?,What's Adil Shamoo do for a living?,0.2827745378017425,1.1,61.111111111111114,82.39000000000001,162
170,What is Patrick Mulvany's occupation?,"So, like, what does Patrick Mulvany even do for a living?",0.152854710817337,1.707142857142857,53.57142857142857,72.61545454545457,163
171,What is Graham Collier's occupation?,"So, like, what's Graham Collier do for a living?",0.1226516366004943,1.153333333333333,57.69230769230769,86.70500000000001,164
172,What is Arcangelo Ghisleri's occupation?,"So, like, what does Arcangelo Ghisleri even do for a living?",0.147024467587471,1.707142857142857,53.57142857142857,57.23363636363638,165
173,What is Carlos María Ramírez's occupation?,What's Carlos María Ramírez do for a living?,0.4002490043640136,0.9166666666666666,65.0,75.50000000000003,166
174,What is Tina Sloan's occupation?,"So, what's Tina Sloan do for a living?",0.1588730812072754,1.153333333333333,54.54545454545454,94.3,167
175,What is Andrew Trischitta's occupation?,"So, what's the deal with Andrew Trischitta? Like, what does he do for a living?",0.2189908027648925,1.5325,55.0,92.965,168
177,What is Giora Godik's occupation?,What's Giora Godik do for a living?,0.3016000390052795,1.1,61.111111111111114,82.39000000000001,169
178,What is Lillian Lawrence's occupation?,"So, like, what does Lillian Lawrence do for a living?",0.1744670420885086,1.5266666666666666,57.69230769230769,86.70500000000001,170
179,What is Philip Rosenberg's occupation?,"So, like, what does Philip Rosenberg do for a living?",0.1781791597604751,1.5266666666666666,57.69230769230769,78.24500000000002,171
180,What is Sudarshan Faakir's occupation?,"So, like, what's Sudarshan Faakir do for a living?",0.137211337685585,1.153333333333333,57.69230769230769,78.24500000000002,172
181,What is Shonali Bose's occupation?,"So, like, what does Shonali Bose do for a living?",0.1667356938123703,1.5266666666666666,57.69230769230769,86.70500000000001,173
182,What is Bruce Cockburn's occupation?,"So like, what does Bruce Cockburn do for a living?",0.1622341424226761,1.5785714285714287,58.33333333333333,95.165,174
183,What is Archibald Thomas Pechey's occupation?,"So, like, what's Archibald Thomas Pechey do for a living?",0.1403335779905319,0.9885714285714284,60.714285714285715,72.61545454545457,175
184,What is Thomas Challis's occupation?,"So, like, what does Thomas Challis do for a living?",0.1865638941526413,1.5266666666666666,57.69230769230769,86.70500000000001,176
185,What is Mariana Vicente's occupation?,"So, like, what does Mariana Vicente do for a living?",0.1892658770084381,1.5266666666666666,57.69230769230769,78.24500000000002,177
186,What is Huntington Wilson's occupation?,"So, like, what does Huntington Wilson do for a living?",0.197627305984497,1.5266666666666666,57.69230769230769,78.24500000000002,178
187,What is Gaziza Zhubanova's occupation?,"So, what does Gaziza Zhubanova do for a living?",0.4630540907382965,1.5266666666666666,54.54545454545454,56.70000000000002,179
188,What is Ek Yi Oun's occupation?,What's Ek Yi Oun do for a living?,0.3392271995544433,0.9166666666666666,65.0,103.70000000000002,180
190,What is Ivan Mládek's occupation?,"So, like, what does Ivan Mládek do for a living?",0.184121087193489,1.5266666666666666,57.69230769230769,95.165,181
191,What is Bala's occupation?,What's Bala up to for work?,0.3769442439079284,1.8275,50.0,103.04428571428576,182
193,What is Ilja Rosendahl's occupation?,"So, like, what's the deal with Ilja Rosendahl? What does he do for a living?",0.1780557483434677,1.5325,55.0,92.965,183
194,What is Ron Nyswaner's occupation?,"So, like, what does Ron Nyswaner do for a living?",0.1623505204916,1.5266666666666666,57.69230769230769,86.70500000000001,184
195,What is Thanasis Pafilis's occupation?,"So, like, what does Thanasis Pafilis even do for a living?",0.15103380382061,1.707142857142857,53.57142857142857,64.9245454545455,185
196,What is Nicholas Sanduleak's occupation?,"So, like, what does Nicholas Sanduleak even do for a living?",0.1529479771852493,1.9916666666666665,53.57142857142857,64.9245454545455,186
198,What is Otto Frankel's occupation?,What's Otto Frankel do for a living?,0.3670036792755127,1.1,61.111111111111114,82.39000000000001,187
