,Original Query,modified_query,Roberta Formality Ranking Score,Concreteness Score,Linguistic Formality Score,Readability,question_id
27,What is Colleen Zenk Pinter's occupation?,In what professional capacity does Colleen Zenk Pinter engage in her vocational endeavors?,0.995179295539856,1.3411111111111111,75.0,17.932307692307717,27
28,What is Thomas McMurtry's occupation?,In what capacity does the individual known as Thomas McMurtry engage in professional endeavors?,0.9965617060661316,1.6555555555555554,76.66666666666666,23.42500000000001,28
29,What is Albert Bates's occupation?,In what capacity or professional domain does Albert Bates engage in occupational endeavors?,0.9969885945320128,1.6688888888888889,78.57142857142857,4.916923076923098,29
30,What is Heath's occupation?,In what professional capacity does Heath engage in vocational endeavors?,0.9968683123588562,1.7242857142857144,68.18181818181819,10.564999999999998,30
31,What is Wise's occupation?,In what professional capacity does Wise engage in vocational pursuits?,0.9968860745429992,2.005714285714286,68.18181818181819,19.02500000000001,31
32,What is Stevie Cameron's occupation?,In what particular professional capacity does the individual known as Stevie Cameron engage in vocational activities?,0.9968141913414,1.7863636363636362,79.41176470588235,-5.04249999999999,32
33,What is Yoshiki Tonogai's occupation?,"In what professional capacity does Yoshiki Tonogai engage, and how might one delineate the multifaceted nature of his vocational endeavors?",0.9963969588279724,1.7727272727272727,68.18181818181819,4.645000000000039,33
34,What is Geeling Ng's occupation?,In what professional capacity does the individual known as Geeling Ng engage in vocational pursuits?,0.9967646598815918,1.7420000000000002,71.875,22.410000000000025,34
35,What is Bruce McDaniel's occupation?,In what professional capacity does one Bruce McDaniel engage in vocational endeavors?,0.996670663356781,1.50875,76.92307692307693,18.405,35
36,What is Thomas R. Whitney's occupation?,In what professional capacity or vocational engagement does Thomas R. Whitney find himself currently affiliated?,0.997089684009552,1.5927272727272728,56.25,1.822499999999991,36
37,What is William Lescaze's occupation?,In what specific vocational capacity does the individual known as William Lescaze engage in professional activities?,0.9968132376670836,1.7818181818181815,79.41176470588235,0.2450000000000045,37
38,What is Edwin Wallock's occupation?,What vocational endeavors does the individual known as Edwin Wallock engage in?,0.9969717264175416,1.5225,73.07692307692307,32.504999999999995,38
39,What is Tsutomu Seki's occupation?,In what capacity or professional function does Tsutomu Seki engage within the context of occupational endeavors?,0.9967934489250184,1.5710000000000002,82.3529411764706,5.532499999999999,39
40,What is Matthew McKay's occupation?,In what professional capacity does the individual known as Matthew McKay engage in vocational activities?,0.996690273284912,1.7420000000000002,78.125,11.130000000000024,40
41,What is Dominick Bellizzi's occupation?,In what professional capacity does Dominick Bellizzi engage within the occupational landscape?,0.9948818683624268,1.995,80.76923076923077,-9.79499999999996,41
42,What is William Watson's occupation?,In what professional capacity does the individual known as William Watson engage?,0.9966874718666076,1.8625,73.07692307692307,25.455000000000013,42
43,What is Sarah Dawn Finer's occupation?,"In what professional capacity does the individual known as Sarah Dawn Finer engage, and what specific vocational activities delineate her occupational role?",0.9964860677719116,2.1413333333333333,68.75,-0.0768181818181688,43
44,What is Brendan Canty's occupation?,In what capacity does the individual known as Brendan Canty engage in professional activities?,0.9965303540229796,1.6555555555555554,76.66666666666666,17.382142857142867,44
45,What is María Elena Marqués's occupation?,In what capacity does the individual known as María Elena Marqués engage in professional endeavors?,0.9965174198150636,1.49,78.125,16.77000000000001,45
46,What is Michael Arad's occupation?,"In what capacity or professional engagement does Michael Arad currently find himself, and how might one delineate the specific nature of his vocational endeavors?",0.9969043135643004,1.872307692307692,59.61538461538461,13.275000000000034,46
47,What is Patrick O'Brien Demsey's occupation?,In what professional capacity does one Patrick O'Brien Demsey engage in vocational endeavors?,0.9964401125907898,1.3411111111111111,78.57142857142857,23.42500000000001,47
48,What is Ole Krarup's occupation?,In what professional capacity or vocational engagement is Ole Krarup currently or has previously been involved?,0.997188150882721,1.6525,50.0,5.532499999999999,48
49,What is Antonio Álvarez Alonso's occupation?,In what professional capacity does the individual known as Antonio Álvarez Alonso engage in vocational activities?,0.9968392848968506,1.5836363636363635,79.41176470588235,-5.04249999999999,49
50,What is Boutheina Jabnoun's occupation?,In what capacity or professional engagement does the individual known as Boutheina Jabnoun participate within the occupational landscape?,0.9968170523643494,2.234545454545455,73.68421052631578,-8.835000000000008,50
51,What is Robert Viharo's occupation?,"In what professional capacity does Robert Viharo engage, and by what vocational designation might one characterize his endeavors?",0.9968414306640624,1.592,62.5,5.265000000000015,51
52,What is Ankita Sharma's occupation?,In what professional capacity does the individual known as Ankita Sharma engage in vocational activities?,0.9969287514686584,1.7420000000000002,78.125,-0.1499999999999772,52
53,What is Robby Krieger's occupation?,In what capacity does Robby Krieger engage professionally within the realm of occupational pursuits?,0.9964744448661804,1.6077777777777778,70.0,11.339285714285722,53
54,What is Paul's occupation?,In what vocational capacity does Paul engage in his professional endeavors?,0.9967340230941772,1.7242857142857144,62.5,18.77909090909094,54
55,What is Shozaburo Nakamura's occupation?,In what professional capacity does the individual known as Shozaburo Nakamura engage in vocational endeavors?,0.9969694018363952,1.7420000000000002,78.125,-11.429999999999978,55
56,What is Esquerita's occupation?,In what capacity does Esquerita engage in professional activities?,0.9964689016342164,1.5916666666666668,65.0,-9.099999999999994,56
57,What is Derek Wheatley's occupation?,In what capacity or professional role does one Derek Wheatley engage within the realm of vocational pursuits?,0.9956336617469788,1.722,80.55555555555554,35.309411764705914,57
58,What is Herman A. Barnett's occupation?,In what professional capacity does Herman A. Barnett engage in his vocational endeavors?,0.996826708316803,1.3411111111111111,75.0,24.529807692307713,58
59,What is Modou Dia's occupation?,In what capacity or professional domain does Modou Dia engage in vocational activities?,0.997102916240692,1.718888888888889,78.57142857142857,11.424615384615407,59
60,What is Alex Krieps's occupation?,"In what capacity or professional engagement does one Alex Krieps partake, and how might one delineate the nature of such occupational endeavors?",0.9969995021820068,1.7175000000000002,70.83333333333334,22.995909090909095,60
61,What is Veronica Franco's occupation?,In what capacity or professional domain does the individual known as Veronica Franco engage or partake in her vocational activities?,0.9966832995414734,1.9175,73.8095238095238,8.875000000000028,61
62,What is Maev-Ann Wren's occupation?,In what capacity does the individual known as Maev-Ann Wren engage professionally within the broader occupational spectrum?,0.9967948794364928,2.148181818181818,75.0,19.36500000000001,62
63,"What is Norman Crowther Hunt, Baron Crowther-Hunt's occupation?","In what capacity does Norman Crowther Hunt, who holds the title of Baron Crowther-Hunt, engage in professional endeavors?",0.996538519859314,1.735,73.8095238095238,45.06578947368425,63
64,What is Vincenzo Di Nicola's occupation?,In what professional capacity does Vincenzo Di Nicola operate within the societal framework?,0.9968088269233704,1.768888888888889,82.14285714285714,-1.5907692307691832,64
65,What is Tor Aulin's occupation?,In what capacity does Tor Aulin engage in professional endeavors?,0.9971355199813844,1.3642857142857143,77.27272727272728,27.485000000000017,65
66,What is Henry Tizard's occupation?,In what capacity does the individual known as Henry Tizard engage in professional endeavors?,0.9966553449630736,1.6555555555555554,76.66666666666666,23.42500000000001,66
67,What is Glenn Albrecht's occupation?,In what capacity does Glenn Albrecht engage in professional endeavors?,0.996960699558258,1.3642857142857143,77.27272727272728,27.485000000000017,67
68,What is Thomas Hinds's occupation?,"In what specific professional capacity or vocational role does one find Thomas Hinds engaged, thereby delineating the nature of his occupational pursuits?",0.996995210647583,1.7186666666666668,62.5,3.768636363636375,68
69,What is Tobias Lindholm's occupation?,"Inquiring into the professional designation or vocational engagement of the individual known as Tobias Lindholm, one seeks to elucidate the nature of his occupational responsibilities and roles within the relevant industry or field of endeavor.",0.9970165491104126,1.7336842105263155,79.72972972972973,-12.39285714285711,69
70,What is Lisa McRee's occupation?,In what professional capacity does the individual known as Lisa McRee engage within the occupational landscape?,0.9967089891433716,2.131,79.41176470588236,16.107500000000016,70
71,What is Rick Gilmore's occupation?,In what capacity does the individual known as Rick Gilmore engage in professional endeavors?,0.9966158270835876,1.6555555555555554,76.66666666666666,29.467857142857156,71
72,What is Jon Eikemo's occupation?,In what professional capacity does Jon Eikemo engage in his vocational pursuits?,0.9963114857673644,1.50875,73.07692307692308,18.405,72
73,What is Jilly Cooper's occupation?,In what professional capacity does the individual Jilly Cooper engage within the societal framework?,0.9967949986457824,2.056666666666666,83.33333333333333,5.296428571428578,73
74,What is Ingrid Martinez's occupation?,In what professional capacity does Ingrid Martinez engage in her vocational endeavors?,0.9966027736663818,1.50875,73.07692307692308,4.305000000000007,74
75,What is Teddy Riley's occupation?,In what capacity does the individual known as Teddy Riley engage in professional activities?,0.9965344667434692,2.1866666666666665,76.66666666666666,17.382142857142867,75
76,What is Gillian Raine's occupation?,In what professional capacity does Gillian Raine engage her vocational pursuits?,0.9955848455429076,1.50875,70.83333333333333,18.77909090909094,76
77,What is Tolis Voskopoulos's occupation?,In what particular professional capacity does Tolis Voskopoulos engage in his vocational endeavors?,0.9969834685325624,1.588888888888889,75.0,-14.60615384615383,77
78,What is Marco Ameglio's occupation?,"In what professional capacity does Marco Ameglio engage, and what delineations characterize his vocational undertakings?",0.9964559674263,1.407,61.76470588235294,-17.069999999999993,78
79,What is Mohd Sharkar Shamsudin's occupation?,What constitutes the professional vocation of the individual known as Mohd Sharkar Shamsudin?,0.99662184715271,1.2737500000000002,75.0,17.932307692307717,79
80,What is Anthony Sharp's occupation?,In what professional capacity does the individual known as Anthony Sharp engage in vocational activities?,0.9966925382614136,2.1279999999999997,84.375,5.490000000000009,80
81,What is Valgerður Bjarnadóttir's occupation?,In what professional capacity does Valgerður Bjarnadóttir engage her vocational endeavors?,0.9941934943199158,1.50875,62.5,-11.98454545454544,81
82,What is Wallace Dollase's occupation?,In what professional capacity does Wallace Dollase engage within the societal framework of vocational roles?,0.9969831109046936,1.751,84.375,5.490000000000009,82
83,What is Claire Berlinski's occupation?,In what professional capacity does Claire Berlinski engage her vocational endeavors?,0.9963724613189696,1.50875,62.5,3.397272727272735,83
84,What is James Cook's occupation?,In what capacity did the individual known as James Cook engage in professional endeavors throughout his life?,0.996534824371338,2.212,75.0,35.309411764705914,84
85,What is Russell Stokes's occupation?,In what professional capacity does one find Russell Stokes engaged within the multifaceted realms of occupational endeavors?,0.9964361190795898,1.5763636363636364,77.77777777777777,0.474117647058847,85
86,What is Henk Bleker's occupation?,In what professional capacity does one Henk Bleker engage in his vocational pursuits?,0.9969692826271056,1.50875,71.42857142857142,30.947692307692336,86
87,What is Jim Brown's occupation?,In what capacity or professional engagement does the individual known as Jim Brown partake within the societal framework?,0.9967447519302368,2.321,78.94736842105263,19.36500000000001,87
88,What is Christoph Schlingensief's occupation?,In what capacity or professional domain does the individual known as Christoph Schlingensief engage in vocational activities?,0.996911346912384,1.8927272727272728,77.77777777777777,5.450588235294163,88
89,What is C. E. Webber's occupation?,In what professional capacity does one C. E. Webber engage in vocational activities?,0.9955145716667176,1.3411111111111111,78.57142857142857,26.72897435897437,89
90,What is Gladwyn Jebb's occupation?,In what professional capacity does Gladwyn Jebb engage in his vocational endeavors?,0.9968414306640624,1.50875,73.07692307692308,18.405,90
91,What is Dean Alfange's occupation?,"In what professional capacity does Dean Alfange engage, considering the multifaceted nature of employment classifications and societal roles?",0.9968360662460328,2.073846153846154,77.5,-13.534999999999997,91
92,"What is Tyler, the Creator's occupation?","In what capacity or professional domain does Tyler, the Creator engage, manifesting his multifaceted talents and creative endeavors?",0.9968990087509156,1.7283333333333333,69.04761904761904,5.265000000000015,92
93,What is Edwin E. Ellis's occupation?,In what capacity does the individual known as Edwin E. Ellis engage in professional endeavors?,0.996422290802002,1.49,78.125,35.662499999999994,93
94,What is Muhammad Ali Luqman's occupation?,In what professional capacity does Muhammad Ali Luqman engage within the socio-economic spectrum?,0.996908962726593,1.3911111111111112,82.14285714285714,5.296428571428578,94
95,What is Ivo Perilli's occupation?,In what capacity or professional engagement does Ivo Perilli operate within the labor market or vocational landscape?,0.9963977336883544,2.5336363636363637,80.55555555555556,0.474117647058847,95
96,What is Nathan Purdee's occupation?,"In what professional capacity does Nathan Purdee engage, and what specific occupational role does he embody within the broader socio-economic framework?",0.9959666728973388,1.6585714285714286,67.3913043478261,7.614090909090919,96
97,What is Joseph Weydemeyer's occupation?,In what capacity does Joseph Weydemeyer engage in professional endeavors?,0.9968287348747252,1.3642857142857143,77.27272727272728,10.564999999999998,97
98,What is Ai's occupation?,In what capacity or professional domain does artificial intelligence operate?,0.9971314668655396,2.7214285714285715,72.72727272727272,-14.814999999999998,98
99,What is Rinaldo del Mel's occupation?,In what particular professional capacity does Rinaldo del Mel engage his vocational endeavors?,0.9968671202659608,1.4300000000000002,60.714285714285715,-1.5907692307691832,99
100,"What is Francis Howard, 5th Baron Howard of Effingham's occupation?","What is the professional vocation attributed to Francis Howard, the 5th Baron Howard of Effingham, within the context of his societal and noble responsibilities?",0.9966272115707396,1.2946153846153847,74.07407407407408,16.80000000000004,100
101,What is Luís Marques Guedes's occupation?,What particular professional engagement or vocational undertaking is attributed to the individual known as Luís Marques Guedes?,0.9969538450241088,1.5666666666666664,69.44444444444444,-9.478823529411756,101
102,What is Nigel Sheinwald's occupation?,In what capacity does the individual known as Nigel Sheinwald engage in professional endeavors?,0.9966627955436708,1.6555555555555554,76.66666666666666,23.42500000000001,102
103,What is Ge You's occupation?,In what professional capacity does Ge You engage in vocational pursuits?,0.9967451095581056,1.7242857142857144,62.5,26.470000000000027,103
104,What is Annie Beustes's occupation?,In what professional capacity does one ascertain the vocational engagement of the individual known as Annie Beustes?,0.9967185854911804,2.021,72.22222222222221,15.403529411764737,104
105,What is Kazuyoshi Sekine's occupation?,In what professional capacity does Kazuyoshi Sekine operate within the socio-economic framework?,0.996392548084259,1.715,80.76923076923077,-8.098461538461521,105
106,What is Elisa Bridges's occupation?,In what capacity does the individual known as Elisa Bridges engage in professional undertakings?,0.9966013431549072,1.6555555555555554,76.66666666666666,11.339285714285722,106
107,What is Domingo Eyzaguirre's occupation?,In what professional capacity or vocational engagement is Domingo Eyzaguirre currently or historically involved?,0.9970242381095886,1.865,56.666666666666664,-37.00357142857143,107
108,What is Karol Życzkowski's occupation?,In what professional capacity does the individual known as Karol Życzkowski engage within the societal framework?,0.9968252182006836,2.0340000000000003,79.41176470588236,10.820000000000022,108
109,What is Joyce Tang's occupation?,In what professional capacity does the individual known as Joyce Tang engage within the workforce?,0.9966865181922911,2.55,78.125,39.33000000000001,109
110,What is Suzanne Lilar's occupation?,In what capacity or professional engagement does the individual known as Suzanne Lilar participate within the socio-economic framework?,0.9968780279159546,1.9463636363636367,73.68421052631578,-3.9131578947367984,110
111,What is Karen Redman's occupation?,In what capacity does the individual known as Karen Redman engage in professional pursuits?,0.9965147972106934,1.6555555555555554,76.66666666666666,29.467857142857156,111
112,What is Jean-Yves Daniel-Lesur's occupation?,In what professional capacity does the individual known as Jean-Yves Daniel-Lesur engage in vocational activities?,0.9969369173049928,1.7420000000000002,78.125,10.42705882352942,112
113,What is Eduard Looijenga's occupation?,In what particular professional capacity does Eduard Looijenga engage in vocational pursuits?,0.9964239001274108,1.588888888888889,80.76923076923077,-9.79499999999996,113
114,What is Petrus Camper's occupation?,In what professional capacity or vocation did the individual known as Petrus Camper engage throughout his life?,0.9965144991874696,2.5130000000000003,72.22222222222223,30.332941176470623,114
115,What is Charles Harrison's occupation?,In what capacity or professional role does Charles Harrison engage within the socio-economic framework?,0.9965953230857848,1.6644444444444444,80.0,11.130000000000024,115
116,What is Pathit Pisitkul's occupation?,In what professional capacity does the individual known as Pathit Pisitkul engage within the labor market?,0.9967917799949646,2.268,79.41176470588236,21.39500000000001,116
117,What is Jacopo Melani's occupation?,In what professional capacity does the individual known as Jacopo Melani engage within the societal framework?,0.9968596696853638,2.0340000000000003,79.41176470588236,5.532499999999999,117
118,What is Jeremiah Smith's occupation?,In what capacity does the individual known as Jeremiah Smith engage in professional endeavors?,0.9964599013328552,2.078888888888889,76.66666666666666,23.42500000000001,118
119,What is Richard Harris's occupation?,In what particular professional capacity does the individual known as Richard Harris engage in occupational endeavors?,0.9965478777885436,1.7454545454545454,79.41176470588235,-5.04249999999999,119
120,What is Peter W. Barca's occupation?,In what capacity or professional domain is Peter W. Barca engaged or employed?,0.9962518811225892,2.12,60.714285714285715,37.54519230769233,120
121,"What is Harold Lever, Baron Lever of Manchester's occupation?","In what capacity does the individual known as Harold Lever, who holds the title of Baron Lever of Manchester, engage in professional endeavors?",0.996183693408966,2.278571428571429,75.0,32.681304347826114,121
122,What is Peter Murnoy's occupation?,In what capacity or professional domain does one identify the vocational endeavors of the individual known as Peter Murnoy?,0.9968998432159424,2.2790909090909093,72.5,13.897368421052647,122
123,What is Spencer Williams's occupation?,In what capacity or professional engagement does Spencer Williams currently partake?,0.9968274235725404,1.82,58.33333333333333,3.397272727272735,123
124,What is Richard Lui's occupation?,In what capacity does the individual known as Richard Lui engage professionally within the contemporary occupational landscape?,0.996792733669281,2.1054545454545455,75.0,-4.50235294117644,124
125,What is Charlotte von Hagn's occupation?,What vocational role does Charlotte von Hagn assume within the professional landscape?,0.8127469420433044,2.015555555555556,73.07692307692308,39.55500000000001,125
126,What is James M. Geraghty's occupation?,In what professional capacity does one discern the occupational engagements of the individual known as James M. Geraghty?,0.9965404868125916,1.5327272727272727,73.68421052631578,19.100000000000023,126
127,What is Michael Hutchings's occupation?,In what capacity does the individual identified as Michael Hutchings engage in professional pursuits?,0.9966294169425964,1.4522222222222223,76.66666666666666,11.339285714285722,127
128,What is Gideon Olin's occupation?,In what capacity does the individual known as Gideon Olin engage in vocational pursuits?,0.9969772100448608,1.6977777777777776,76.66666666666666,29.467857142857156,128
129,What is Cecil Aldin's occupation?,"In what professional capacity does one find Cecil Aldin engaged, considering the multifaceted nature of his vocational endeavors?",0.9966925382614136,1.8716666666666664,62.5,-4.134999999999991,129
130,What is Malcolm David Kelley's occupation?,In what vocational capacity does one Malcolm David Kelley engage in professional endeavors?,0.9968042373657228,1.3411111111111111,78.57142857142857,11.424615384615407,130
131,What is James Alex Msekela's occupation?,In what professional capacity does the individual known as James Alex Msekela engage within the labor market?,0.9966894388198853,2.061818181818182,80.55555555555554,20.380000000000024,131
132,What is Nancy Landon Kassebaum's occupation?,"In what professional capacity does Nancy Landon Kassebaum engage, and how might one delineate her vocational undertakings?",0.9965662956237792,1.379,63.1578947368421,10.42705882352942,132
133,What is Reinhold Mack's occupation?,In what professional capacity does one Reinhold Mack engage in vocational activities?,0.9959775805473328,1.50875,76.92307692307693,11.355000000000018,133
134,What is Del Quentin Wilber's occupation?,In what capacity or professional domain does the individual known as Del Quentin Wilber engage in his vocational activities?,0.9966488480567932,1.735,75.0,18.350000000000023,134
135,What is Pierre Pansu's occupation?,"In what professional capacity does Pierre Pansu engage, and what specific vocational role delineates his contributions within the pertinent field?",0.9965413212776184,1.7353846153846155,70.45454545454545,8.875000000000028,135
136,What is Larry Coon's occupation?,In what professional capacity or vocational engagement might one ascertain the current occupational designation or employment role of the individual known as Larry Coon?,0.9966502785682678,2.1814285714285715,78.0,-0.8249999999999602,136
137,What is Masayoshi Nataniya's occupation?,In what professional capacity does Masayoshi Nataniya engage within the realm of occupational endeavors?,0.9966591596603394,1.62,83.33333333333334,-0.7464285714285381,137
138,What is Leonida Tonelli's occupation?,In what capacity or professional domain does the individual known as Leonida Tonelli engage in vocational activities?,0.9969653487205504,1.8927272727272728,77.77777777777777,0.474117647058847,138
139,What is Judith Rakers's occupation?,In what professional capacity does Judith Rakers engage in her vocational endeavors?,0.99601811170578,1.50875,73.07692307692308,11.355000000000018,139
140,What is Hiroyuki Arai's occupation?,In what capacity or professional role does Hiroyuki Arai engage within the context of his vocational pursuits?,0.9957538843154908,1.643,77.77777777777777,25.35647058823531,140
141,What is Ernst Timme's occupation?,In what professional capacity does the individual known as Ernst Timme engage within the societal framework?,0.9968574047088624,2.0340000000000003,79.41176470588236,26.682500000000005,141
142,What is Bill Kintner's occupation?,"In what capacity or professional role does Bill Kintner engage, and what specific vocational activities delineate his occupational identity?",0.9963284134864808,2.07,66.66666666666666,-8.365789473684202,142
143,What is Francesco Vettori's occupation?,"In what capacity or professional engagement does Francesco Vettori find himself, and what specific vocation or vocation-related pursuits does he undertake?",0.9967435598373412,1.6684615384615389,54.34782608695652,3.768636363636375,143
144,What is Melinda Mullins's occupation?,In what professional capacity does Melinda Mullins engage within the occupational spectrum?,0.9965546131134032,1.82375,73.07692307692307,-2.7450000000000045,144
145,What is Tachibana no Moroe's occupation?,What vocational engagement does Tachibana no Moroe partake in?,0.9730663895606996,1.6166666666666665,75.0,19.100000000000023,145
146,What is Susan Kent's occupation?,Inquire into the professional vocation or employment status of the individual known as Susan Kent.,0.996859073638916,2.0122222222222224,87.5,28.05000000000001,146
147,What is Meyer Lutz's occupation?,In what manner does one delineate the professional pursuits and vocational engagements attributable to the individual known as Meyer Lutz?,0.996908962726593,1.45,71.42857142857143,21.565000000000023,147
148,What is Ludwig Lichtschein's occupation?,In what professional capacity or vocational endeavor is Ludwig Lichtschein currently engaged?,0.9971166849136353,1.7855555555555556,61.53846153846153,-9.79499999999996,148
149,What is Will Smith's occupation?,In what professional capacity or vocational endeavor is Will Smith actively engaged?,0.997053861618042,2.51875,61.53846153846153,-2.7450000000000045,149
150,What is Marjorie Margolies-Mezvinsky's occupation?,In what professional capacity does Marjorie Margolies-Mezvinsky engage her vocational endeavors?,0.9941669702529908,1.50875,70.83333333333334,-9.79499999999996,150
151,What is Władysław Sławny's occupation?,In what vocational capacity does one find Władysław Sławny engaged in the professional realm?,0.9853752851486206,1.9955555555555555,66.66666666666667,23.42500000000001,151
152,What is Pierre Chatenet's occupation?,In what professional domain or vocational capacity does the individual known as Pierre Chatenet engage in his endeavors?,0.9966680407524108,1.8927272727272728,73.68421052631578,19.36500000000001,152
153,What is Friedrich Carl von Savigny's occupation?,In what professional capacity does Friedrich Carl von Savigny engage within the broader spectrum of historical and jurisprudential discourse?,0.9971121549606324,1.3323076923076924,85.0,9.4447368421053,153
154,What is Luciano Vincenzoni's occupation?,In what professional capacity or vocational engagement does one identify Luciano Vincenzoni?,0.9970186948776244,1.92375,65.38461538461539,-30.944999999999965,154
155,What is Thandiswa Mazwai's occupation?,"In what professional capacity does Thandiswa Mazwai engage, considering her multifaceted contributions to the artistic and cultural milieu?",0.9969375133514404,1.5275,70.0,-13.534999999999997,155
156,What is Ameer Sultan's occupation?,"In what professional capacity does Ameer Sultan engage, and what is the nature of his vocational undertakings?",0.997050404548645,2.0889999999999995,65.78947368421052,25.35647058823531,156
157,What is Wenceslao Vinzons's occupation?,In what capacity does Wenceslao Vinzons engage in professional endeavors?,0.996877670288086,1.3642857142857143,77.27272727272728,10.564999999999998,157
158,What is Maurizio Belpietro's occupation?,In what professional capacity does Maurizio Belpietro engage in his vocational endeavors?,0.9960389137268066,1.50875,73.07692307692308,-2.7450000000000045,158
159,What is Dash's occupation?,In what particular vocational capacity does Dash engage in his professional undertakings?,0.9969394207000732,2.2112499999999997,65.38461538461539,-2.7450000000000045,159
160,What is Baton Haxhiu's occupation?,In what professional capacity does the individual known as Baton Haxhiu engage in occupational endeavors?,0.9965907335281372,2.161,78.125,5.490000000000009,160
